TIGR01958	PE_Scaf8449_0.8
TIGR01243	PE_Scaf1117_0.14
TIGR03680	PE_Scaf6376_4.3
TIGR00868	PE_Scaf8592_6.10
TIGR00868	PE_Scaf8592_6.10
TIGR00868	PE_Scaf8592_6.10
TIGR00868	PE_Scaf8592_6.10
TIGR01100	PE_Scaf11339_3.5
TIGR01100	PE_Scaf11339_3.5
TIGR03992	PE_Scaf10858_2.7
TIGR00895	PE_Scaf4652_0.11
TIGR00895	PE_Scaf4652_0.11
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR02276	PE_Scaf7766_0.7
TIGR01983	PE_Scaf3591_5.15
TIGR03685	PE_Scaf6273_1.6
TIGR01177	PE_Scaf7129_2.6
TIGR04265	PE_Scaf2870_5.2
TIGR04265	PE_Scaf2870_5.2
TIGR01810	PE_Scaf10237_0.7
TIGR00231	PE_Scaf8023_3.2
TIGR03966	PE_Scaf3967_3.2
TIGR03966	PE_Scaf3967_3.2
TIGR00368	PE_Scaf5330_0.5
TIGR00368	PE_Scaf5330_0.5
TIGR00368	PE_Scaf5330_0.5
TIGR02110	PE_Scaf4843_14.6
TIGR02911	PE_Scaf1835_0.3
TIGR03300	PE_Scaf4191_2.14
TIGR03300	PE_Scaf4191_2.14
TIGR03300	PE_Scaf4191_2.14
TIGR00653	PE_Scaf5819_0.1
TIGR00653	PE_Scaf5819_0.1
TIGR00653	PE_Scaf5819_0.1
TIGR00231	PE_Scaf6000_4.2
TIGR00602	PE_Scaf650_0.9
TIGR03395	PE_Scaf4259_4.9
TIGR00898	PE_Scaf3675_0.0
TIGR00898	PE_Scaf3675_0.0
TIGR00898	PE_Scaf3675_0.0
TIGR01068	PE_Scaf12358_5.3
TIGR00864	PE_Scaf2473_0.0
TIGR00864	PE_Scaf2473_0.0
TIGR00417	PE_Scaf7978_5.10
TIGR02168	PE_Scaf10602_3.27
TIGR00813	PE_Scaf11703_3.1
TIGR02072	PE_Scaf8308_1.7
TIGR00813	PE_Scaf6660_1.5
TIGR00813	PE_Scaf6660_1.5
TIGR04458	PE_Scaf8426_7.5
TIGR02279	PE_Scaf5178_1.5
TIGR00813	PE_Scaf4091_7.16
TIGR00813	PE_Scaf4091_7.16
TIGR00813	PE_Scaf4091_7.16
TIGR02280	PE_Scaf4108_8.4
TIGR03169	PE_Scaf12702_7.6
TIGR03169	PE_Scaf12702_7.6
TIGR03788	PE_Scaf4646_3.2
TIGR03788	PE_Scaf4646_3.2
TIGR00870	PE_Scaf9777_0.0
TIGR00870	PE_Scaf9777_0.0
TIGR00870	PE_Scaf9777_0.0
TIGR00870	PE_Scaf9777_0.0
TIGR00870	PE_Scaf9777_0.0
TIGR01959	PE_Scaf5501_0.10
TIGR01961	PE_Scaf3830_3.5
TIGR01092	PE_Scaf3229_0.4
TIGR00894	PE_Scaf3676_3.9
TIGR00870	PE_Scaf6782_13.12
TIGR00574	PE_Scaf9931_2.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02605	PE_Scaf8775_0.2
TIGR02969	PE_Scaf11746_1.7
TIGR01810	PE_Scaf10418_0.4
TIGR01372	PE_Scaf3937_13.5
TIGR01372	PE_Scaf3937_13.5
TIGR01373	PE_Scaf3937_13.5
TIGR03903	PE_Scaf9265_2.4
TIGR03866	PE_Scaf110_27.5
TIGR03866	PE_Scaf110_27.5
TIGR02800	PE_Scaf110_27.5
TIGR00860	PE_Scaf11656_5.3
TIGR01484	PE_Scaf2145_2.7
TIGR00918	PE_Scaf273_2.5
TIGR00918	PE_Scaf273_2.5
TIGR00918	PE_Scaf273_2.5
TIGR00044	PE_Scaf5433_3.5
TIGR02063	PE_Scaf11163_0.6
TIGR02063	PE_Scaf11163_0.6
TIGR00376	PE_Scaf11163_0.6
TIGR01317	PE_Scaf11952_14.5
TIGR01350	PE_Scaf11952_14.5
TIGR00209	PE_Scaf7548_5.17
TIGR00864	PE_Scaf498_4.2
TIGR00864	PE_Scaf498_4.2
TIGR02168	PE_Scaf6643_0.4
TIGR03207	PE_Scaf4816_7.9
TIGR04121	PE_Scaf1558_4.6
TIGR00614	PE_Scaf1558_4.6
TIGR00604	PE_Scaf1117_0.12
TIGR02917	PE_Scaf8193_5.3
TIGR02917	PE_Scaf8193_5.3
TIGR00522	PE_Scaf8248_2.3
TIGR00431	PE_Scaf311_19.8
TIGR00420	PE_Scaf1482_0.3
TIGR01130	PE_Scaf6273_1.7
TIGR01130	PE_Scaf6273_1.7
TIGR01130	PE_Scaf6273_1.7
TIGR00785	PE_Scaf10916_4.5
TIGR01810	PE_Scaf10237_0.6
TIGR02821	PE_Scaf7656_13.10
TIGR03799	PE_Scaf2622_4.3
TIGR03598	PE_Scaf8410_8.4
TIGR03598	PE_Scaf8410_8.4
TIGR02239	PE_Scaf3967_6.3
TIGR02239	PE_Scaf3967_6.3
TIGR01066	PE_Scaf5582_0.6
TIGR00602	PE_Scaf650_0.7
TIGR00917	PE_Scaf7626_8.8
TIGR00917	PE_Scaf7626_8.8
TIGR00917	PE_Scaf7626_8.8
TIGR02995	PE_Scaf8755_1.6
TIGR02995	PE_Scaf8755_1.6
TIGR01891	PE_Scaf4259_5.6
TIGR02032	PE_Scaf9517_0.2
TIGR02023	PE_Scaf9517_0.2
TIGR00323	PE_Scaf9829_2.7
TIGR01039	PE_Scaf10602_3.28
TIGR03724	PE_Scaf8308_1.6
TIGR03724	PE_Scaf8308_1.6
TIGR00860	PE_Scaf9008_1.4
TIGR02168	PE_Scaf2345_3.4
TIGR02169	PE_Scaf2345_3.4
TIGR04458	PE_Scaf8426_9.3
TIGR01230	PE_Scaf4326_1.4
TIGR02072	PE_Scaf7130_2.3
TIGR00990	PE_Scaf7600_5.6
TIGR02280	PE_Scaf4108_8.3
TIGR02338	PE_Scaf1169_7.15
TIGR00898	PE_Scaf2886_0.2
TIGR02258	PE_Scaf4724_1.8
TIGR01534	PE_Scaf8872_4.9
TIGR02476	PE_Scaf9827_5.13
TIGR00231	PE_Scaf2290_0.8
TIGR01982	PE_Scaf10033_2.4
TIGR02512	PE_Scaf2844_4.2
TIGR00860	PE_Scaf6896_0.9
TIGR00446	PE_Scaf6782_14.8
TIGR03799	PE_Scaf7812_1.5
TIGR01065	PE_Scaf5918_0.6
TIGR01959	PE_Scaf10840_0.3
TIGR00984	PE_Scaf11331_7.3
TIGR02037	PE_Scaf3141_15.6
TIGR02037	PE_Scaf3141_15.6
TIGR02037	PE_Scaf3141_15.6
TIGR00225	PE_Scaf3141_15.6
TIGR03633	PE_Scaf4197_1.16
TIGR01477	PE_Scaf1909_0.3
TIGR03903	PE_Scaf9001_10.6
TIGR03903	PE_Scaf6213_0.5
TIGR00530	PE_Scaf3692_3.3
TIGR02349	PE_Scaf6903_6.3
TIGR03835	PE_Scaf6903_6.3
TIGR01642	PE_Scaf8193_6.7
TIGR01642	PE_Scaf8193_6.7
TIGR01661	PE_Scaf8248_3.3
TIGR01661	PE_Scaf8248_3.3
TIGR01661	PE_Scaf8248_3.3
TIGR01661	PE_Scaf8248_3.3
TIGR01622	PE_Scaf8248_3.3
TIGR00401	PE_Scaf10916_6.4
TIGR00401	PE_Scaf10916_6.4
TIGR01810	PE_Scaf10237_1.3
TIGR01297	PE_Scaf8023_6.2
TIGR03921	PE_Scaf1835_5.2
TIGR03903	PE_Scaf7030_8.8
TIGR00231	PE_Scaf1272_3.3
TIGR02168	PE_Scaf1584_2.5
TIGR02168	PE_Scaf1584_2.5
TIGR01652	PE_Scaf7854_0.5
TIGR00917	PE_Scaf7626_8.7
TIGR00917	PE_Scaf7626_8.7
TIGR00917	PE_Scaf7626_8.7
TIGR01891	PE_Scaf4259_7.3
TIGR02521	PE_Scaf7190_0.11
TIGR02521	PE_Scaf7190_0.11
TIGR02521	PE_Scaf7190_0.11
TIGR01383	PE_Scaf11277_1.11
TIGR00500	PE_Scaf10790_4.11
TIGR01430	PE_Scaf6714_0.3
TIGR01830	PE_Scaf9008_1.3
TIGR03548	PE_Scaf6084_2.7
TIGR03548	PE_Scaf6084_2.7
TIGR00817	PE_Scaf6943_4.6
TIGR03903	PE_Scaf5285_3.10
TIGR00231	PE_Scaf7130_3.1
TIGR03722	PE_Scaf5698_0.3
TIGR03722	PE_Scaf5698_0.3
TIGR04046	PE_Scaf5086_3.3
TIGR01970	PE_Scaf11622_0.1
TIGR01970	PE_Scaf11622_0.1
TIGR00958	PE_Scaf3136_1.6
TIGR01194	PE_Scaf3136_1.6
TIGR04242	PE_Scaf1381_0.8
TIGR04242	PE_Scaf1381_0.8
TIGR03695	PE_Scaf9785_3.8
TIGR03695	PE_Scaf9785_3.8
TIGR00894	PE_Scaf8120_1.7
TIGR01536	PE_Scaf3292_0.8
TIGR01536	PE_Scaf3292_0.8
TIGR03449	PE_Scaf485_11.5
TIGR00414	PE_Scaf10033_3.5
TIGR00860	PE_Scaf2844_5.4
TIGR00860	PE_Scaf2844_5.4
TIGR03965	PE_Scaf5982_6.3
TIGR03965	PE_Scaf5982_6.3
TIGR04345	PE_Scaf735_11.14
TIGR01297	PE_Scaf2610_1.10
TIGR00186	PE_Scaf8982_0.5
TIGR00683	PE_Scaf3512_12.9
TIGR01772	PE_Scaf648_0.1
TIGR01772	PE_Scaf648_0.1
TIGR00365	PE_Scaf8469_4.10
TIGR00365	PE_Scaf8469_4.10
TIGR00365	PE_Scaf8469_4.10
TIGR00365	PE_Scaf8469_4.10
TIGR02181	PE_Scaf8469_4.10
TIGR01068	PE_Scaf8469_4.10
TIGR03903	PE_Scaf11824_1.8
TIGR00376	PE_Scaf7300_0.9
TIGR02824	PE_Scaf1119_21.4
TIGR00058	PE_Scaf3141_16.3
TIGR00990	PE_Scaf4197_1.8
TIGR00990	PE_Scaf4197_1.8
TIGR02552	PE_Scaf4197_1.8
TIGR02917	PE_Scaf4197_1.8
TIGR00111	PE_Scaf6908_2.2
TIGR00859	PE_Scaf8669_13.7
TIGR01622	PE_Scaf10821_4.5
TIGR01622	PE_Scaf10821_4.5
TIGR01628	PE_Scaf10821_4.5
TIGR01659	PE_Scaf10821_4.5
TIGR01360	PE_Scaf11656_6.17
TIGR00602	PE_Scaf5545_2.10
TIGR02168	PE_Scaf2644_3.6
TIGR02168	PE_Scaf2644_3.6
TIGR02169	PE_Scaf2644_3.6
TIGR03665	PE_Scaf6213_3.3
TIGR03665	PE_Scaf6213_3.3
TIGR00894	PE_Scaf6809_1.3
TIGR02251	PE_Scaf3562_7.6
TIGR02063	PE_Scaf7880_0.8
TIGR00234	PE_Scaf3692_3.2
TIGR00399	PE_Scaf3692_3.2
TIGR03903	PE_Scaf10723_1.5
TIGR00917	PE_Scaf6484_0.2
TIGR00917	PE_Scaf6484_0.2
TIGR03548	PE_Scaf5916_9.4
TIGR03548	PE_Scaf5916_9.4
TIGR03547	PE_Scaf5916_9.4
TIGR03547	PE_Scaf5916_9.4
TIGR00864	PE_Scaf4816_8.6
TIGR00957	PE_Scaf4508_15.4
TIGR02168	PE_Scaf1558_5.10
TIGR02168	PE_Scaf1558_5.10
TIGR02168	PE_Scaf1558_5.10
TIGR03548	PE_Scaf3885_0.10
TIGR03178	PE_Scaf5302_12.7
TIGR00860	PE_Scaf7881_0.6
TIGR00860	PE_Scaf7881_0.6
TIGR00062	PE_Scaf977_6.12
TIGR00062	PE_Scaf977_6.12
TIGR03366	PE_Scaf222_5.7
TIGR00797	PE_Scaf11138_4.3
TIGR00785	PE_Scaf10916_6.0
TIGR00785	PE_Scaf10916_6.0
TIGR00785	PE_Scaf10916_6.0
TIGR03263	PE_Scaf11819_8.12
TIGR01810	PE_Scaf10237_2.3
TIGR01810	PE_Scaf10237_2.3
TIGR01652	PE_Scaf2777_0.4
TIGR01628	PE_Scaf8686_16.4
TIGR01622	PE_Scaf8686_16.4
TIGR02991	PE_Scaf6625_0.6
TIGR00175	PE_Scaf1835_6.2
TIGR00066	PE_Scaf11411_0.5
TIGR03840	PE_Scaf12358_10.3
TIGR02969	PE_Scaf5770_2.6
TIGR01678	PE_Scaf7224_1.7
TIGR01678	PE_Scaf7224_1.7
TIGR01678	PE_Scaf7224_1.7
TIGR00865	PE_Scaf10602_6.5
TIGR00865	PE_Scaf10602_6.5
TIGR00859	PE_Scaf8809_0.0
TIGR03903	PE_Scaf5285_3.11
TIGR00962	PE_Scaf1853_17.25
TIGR01777	PE_Scaf2626_1.6
TIGR02928	PE_Scaf1381_0.9
TIGR02110	PE_Scaf8120_1.12
TIGR03253	PE_Scaf5982_8.4
TIGR03253	PE_Scaf5982_8.4
TIGR04253	PE_Scaf5982_8.4
TIGR01364	PE_Scaf6973_4.8
TIGR02169	PE_Scaf7367_6.13
TIGR02692	PE_Scaf8982_0.4
TIGR00458	PE_Scaf3341_3.6
TIGR01969	PE_Scaf3512_13.4
TIGR02350	PE_Scaf732_0.8
TIGR00982	PE_Scaf9021_0.13
TIGR00982	PE_Scaf9021_0.13
TIGR01257	PE_Scaf110_31.3
TIGR01257	PE_Scaf110_31.3
TIGR00058	PE_Scaf3141_17.11
TIGR00870	PE_Scaf4197_2.4
TIGR00870	PE_Scaf4197_2.4
TIGR00231	PE_Scaf6908_3.7
TIGR00231	PE_Scaf6908_3.7
TIGR00859	PE_Scaf8669_13.9
TIGR00859	PE_Scaf8669_13.9
TIGR04121	PE_Scaf10821_5.8
TIGR00631	PE_Scaf10821_5.8
TIGR01244	PE_Scaf2480_2.4
TIGR01244	PE_Scaf2480_2.4
TIGR01244	PE_Scaf2480_2.4
TIGR01359	PE_Scaf11656_6.18
TIGR01359	PE_Scaf11656_6.18
TIGR01359	PE_Scaf11656_6.18
TIGR01359	PE_Scaf11656_6.18
TIGR01359	PE_Scaf11656_6.18
TIGR01359	PE_Scaf11656_6.18
TIGR01243	PE_Scaf273_4.8
TIGR03207	PE_Scaf12025_0.0
TIGR01351	PE_Scaf5545_2.9
TIGR01242	PE_Scaf9001_11.12
TIGR00861	PE_Scaf3562_9.4
TIGR02824	PE_Scaf3560_1.6
TIGR00834	PE_Scaf2110_2.3
TIGR00834	PE_Scaf2110_2.3
TIGR00880	PE_Scaf5916_9.3
TIGR00880	PE_Scaf5916_9.3
TIGR00880	PE_Scaf5916_9.3
TIGR00880	PE_Scaf5916_9.3
TIGR00957	PE_Scaf4508_15.6
TIGR00957	PE_Scaf4508_15.6
TIGR00957	PE_Scaf4508_15.6
TIGR02168	PE_Scaf6877_8.9
TIGR03178	PE_Scaf5302_12.4
TIGR00957	PE_Scaf5690_4.6
TIGR00957	PE_Scaf5690_4.6
TIGR00225	PE_Scaf2100_1.7
TIGR00438	PE_Scaf4540_19.13
TIGR01830	PE_Scaf4548_7.6
TIGR03965	PE_Scaf812_1.17
TIGR03965	PE_Scaf812_1.17
TIGR01025	PE_Scaf4413_1.10
TIGR01571	PE_Scaf810_2.4
TIGR04187	PE_Scaf286_2.1
TIGR04187	PE_Scaf286_2.1
TIGR04187	PE_Scaf286_2.1
TIGR04187	PE_Scaf286_2.1
TIGR04187	PE_Scaf286_2.1
TIGR00880	PE_Scaf377_4.8
TIGR00880	PE_Scaf377_4.8
TIGR00880	PE_Scaf377_4.8
TIGR00900	PE_Scaf377_4.8
TIGR00927	PE_Scaf3440_0.4
TIGR00927	PE_Scaf3440_0.4
TIGR00927	PE_Scaf3440_0.4
TIGR03534	PE_Scaf4843_18.5
TIGR02168	PE_Scaf1774_2.5
TIGR00066	PE_Scaf11411_0.1
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02605	PE_Scaf1584_3.6
TIGR02730	PE_Scaf10216_0.9
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR04117	PE_Scaf9441_0.0
TIGR00225	PE_Scaf9628_4.5
TIGR02540	PE_Scaf1971_0.2
TIGR02168	PE_Scaf10773_6.11
TIGR02168	PE_Scaf10773_6.11
TIGR02168	PE_Scaf10773_6.11
TIGR01408	PE_Scaf9829_4.2
TIGR01408	PE_Scaf9829_4.2
TIGR02356	PE_Scaf9829_4.2
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR02250	PE_Scaf11212_0.0
TIGR00859	PE_Scaf4326_3.0
TIGR00898	PE_Scaf8950_0.3
TIGR03903	PE_Scaf6928_0.6
TIGR00870	PE_Scaf1503_1.7
TIGR00870	PE_Scaf1503_1.7
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00374	PE_Scaf10306_3.1
TIGR00691	PE_Scaf6973_4.27
TIGR00868	PE_Scaf8109_5.4
TIGR03903	PE_Scaf12161_0.15
TIGR00980	PE_Scaf1990_7.9
TIGR00868	PE_Scaf1040_1.5
TIGR03903	PE_Scaf5518_1.2
TIGR01915	PE_Scaf6724_12.18
TIGR01652	PE_Scaf12212_2.7
TIGR00133	PE_Scaf7883_0.5
TIGR01257	PE_Scaf110_31.4
TIGR01257	PE_Scaf110_31.4
TIGR01288	PE_Scaf110_31.4
TIGR00868	PE_Scaf1741_12.4
TIGR00058	PE_Scaf3141_17.4
TIGR00133	PE_Scaf5778_2.1
TIGR03903	PE_Scaf6908_3.6
TIGR00859	PE_Scaf8669_13.4
TIGR00859	PE_Scaf8669_13.4
TIGR00859	PE_Scaf8669_13.4
TIGR00859	PE_Scaf8669_13.4
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR03042	PE_Scaf11661_10.0
TIGR00859	PE_Scaf12025_1.3
TIGR00600	PE_Scaf2644_4.3
TIGR00600	PE_Scaf2644_4.3
TIGR00600	PE_Scaf2644_4.3
TIGR00990	PE_Scaf2279_4.29
TIGR01211	PE_Scaf6809_3.12
TIGR01963	PE_Scaf11362_1.4
TIGR02824	PE_Scaf3560_1.4
TIGR00817	PE_Scaf3629_2.5
TIGR03788	PE_Scaf6032_2.3
TIGR00231	PE_Scaf6877_8.10
TIGR03033	PE_Scaf7694_3.2
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR04354	PE_Scaf5241_3.0
TIGR03178	PE_Scaf5302_12.5
TIGR01853	PE_Scaf5511_2.5
TIGR01832	PE_Scaf11344_1.5
TIGR00231	PE_Scaf6273_3.9
TIGR00231	PE_Scaf6273_3.9
TIGR03921	PE_Scaf6772_3.5
TIGR03921	PE_Scaf6772_3.5
TIGR00892	PE_Scaf11454_0.5
TIGR01933	PE_Scaf812_1.16
TIGR01628	PE_Scaf810_3.2
TIGR00880	PE_Scaf10237_9.1
TIGR00880	PE_Scaf10237_9.1
TIGR00880	PE_Scaf10237_9.1
TIGR00859	PE_Scaf286_5.4
TIGR03684	PE_Scaf5734_2.9
TIGR03903	PE_Scaf4843_18.6
TIGR00936	PE_Scaf6625_1.3
TIGR02320	PE_Scaf1774_3.5
TIGR00714	PE_Scaf7030_11.0
TIGR00574	PE_Scaf9769_2.3
TIGR03383	PE_Scaf4098_2.11
TIGR00614	PE_Scaf10216_0.4
TIGR00870	PE_Scaf3641_4.0
TIGR00870	PE_Scaf3641_4.0
TIGR00870	PE_Scaf3641_4.0
TIGR00870	PE_Scaf3641_4.0
TIGR01408	PE_Scaf9174_5.4
TIGR01408	PE_Scaf9174_5.4
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR02141	PE_Scaf6975_1.0
TIGR03137	PE_Scaf686_6.6
TIGR02236	PE_Scaf5541_0.14
TIGR04144	PE_Scaf8278_2.2
TIGR04144	PE_Scaf8278_2.2
TIGR04144	PE_Scaf8278_2.2
TIGR04144	PE_Scaf8278_2.2
TIGR01622	PE_Scaf2352_2.2
TIGR00859	PE_Scaf4326_3.1
TIGR03540	PE_Scaf106_5.7
TIGR02397	PE_Scaf8231_6.4
TIGR02397	PE_Scaf8231_6.4
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR04381	PE_Scaf4108_10.1
TIGR00970	PE_Scaf4108_10.1
TIGR00970	PE_Scaf4108_10.1
TIGR00970	PE_Scaf4108_10.1
TIGR00970	PE_Scaf4108_10.1
TIGR01327	PE_Scaf2633_2.2
TIGR01982	PE_Scaf4459_1.8
TIGR01982	PE_Scaf4459_1.8
TIGR01982	PE_Scaf4459_1.8
TIGR03006	PE_Scaf1385_1.5
TIGR00893	PE_Scaf9785_3.7
TIGR00893	PE_Scaf9785_3.7
TIGR02349	PE_Scaf8120_3.1
TIGR02349	PE_Scaf8120_3.1
TIGR02349	PE_Scaf8120_3.1
TIGR02250	PE_Scaf12275_0.1
TIGR02250	PE_Scaf12275_0.1
TIGR02250	PE_Scaf12275_0.1
TIGR02250	PE_Scaf12275_0.1
TIGR02250	PE_Scaf12275_0.1
TIGR01064	PE_Scaf6973_4.9
TIGR01289	PE_Scaf11497_3.7
TIGR01507	PE_Scaf11944_2.7
TIGR01507	PE_Scaf11944_2.7
TIGR01507	PE_Scaf11944_2.7
TIGR03142	PE_Scaf6764_2.7
TIGR03142	PE_Scaf6764_2.7
TIGR01719	PE_Scaf5518_1.3
TIGR03903	PE_Scaf7942_1.11
TIGR03903	PE_Scaf7942_1.11
TIGR01915	PE_Scaf6724_12.19
TIGR00861	PE_Scaf12633_0.4
TIGR00859	PE_Scaf3145_0.3
TIGR00815	PE_Scaf9021_0.4
TIGR00865	PE_Scaf8197_1.3
TIGR00798	PE_Scaf1780_1.2
TIGR00058	PE_Scaf3141_17.9
TIGR00599	PE_Scaf8416_13.1
TIGR02630	PE_Scaf1183_6.6
TIGR00870	PE_Scaf3105_5.4
TIGR00870	PE_Scaf3105_5.4
TIGR00870	PE_Scaf3105_5.4
TIGR00870	PE_Scaf3105_5.4
TIGR01044	PE_Scaf717_3.5
TIGR00870	PE_Scaf10792_0.3
TIGR02250	PE_Scaf2087_0.13
TIGR02442	PE_Scaf10157_0.3
TIGR02442	PE_Scaf10157_0.3
TIGR03788	PE_Scaf10157_0.3
TIGR01622	PE_Scaf10321_0.4
TIGR00665	PE_Scaf4746_6.5
TIGR02403	PE_Scaf11362_2.3
TIGR02403	PE_Scaf11362_2.3
TIGR02403	PE_Scaf11362_2.3
TIGR00930	PE_Scaf11728_5.12
TIGR00186	PE_Scaf9722_1.1
TIGR00957	PE_Scaf9653_1.5
TIGR00957	PE_Scaf9653_1.5
TIGR00231	PE_Scaf525_5.4
TIGR00627	PE_Scaf7270_1.2
TIGR04316	PE_Scaf11344_2.2
TIGR00799	PE_Scaf12253_6.1
TIGR00225	PE_Scaf9332_1.3
TIGR00225	PE_Scaf9332_1.3
TIGR00225	PE_Scaf9332_1.3
TIGR04121	PE_Scaf4540_20.5
TIGR01389	PE_Scaf4548_8.8
TIGR01389	PE_Scaf4548_8.8
TIGR04121	PE_Scaf4548_8.8
TIGR03903	PE_Scaf6597_4.3
TIGR01065	PE_Scaf10545_0.2
TIGR03965	PE_Scaf812_2.9
TIGR03965	PE_Scaf812_2.9
TIGR02168	PE_Scaf9759_4.9
TIGR02168	PE_Scaf9759_4.9
TIGR02397	PE_Scaf810_4.4
TIGR02397	PE_Scaf810_4.4
TIGR00893	PE_Scaf939_2.2
TIGR00893	PE_Scaf939_2.2
TIGR00880	PE_Scaf939_2.2
TIGR00881	PE_Scaf939_2.2
TIGR00880	PE_Scaf10237_9.2
TIGR00880	PE_Scaf10237_9.2
TIGR00880	PE_Scaf10237_9.2
TIGR03240	PE_Scaf9580_0.12
TIGR01353	PE_Scaf1760_1.2
TIGR01351	PE_Scaf5734_2.8
TIGR01351	PE_Scaf5734_2.8
TIGR01351	PE_Scaf5734_2.8
TIGR01351	PE_Scaf5734_2.8
TIGR01351	PE_Scaf5734_2.8
TIGR03297	PE_Scaf1774_3.6
TIGR01810	PE_Scaf10036_0.0
TIGR00859	PE_Scaf11410_1.3
TIGR02349	PE_Scaf9769_2.4
TIGR00870	PE_Scaf254_1.14
TIGR00870	PE_Scaf254_1.14
TIGR02412	PE_Scaf11226_1.3
TIGR02168	PE_Scaf11277_1.12
TIGR02168	PE_Scaf11277_1.12
TIGR02168	PE_Scaf11277_1.12
TIGR02168	PE_Scaf11277_1.12
TIGR00892	PE_Scaf2725_1.12
TIGR00892	PE_Scaf2725_1.12
TIGR02961	PE_Scaf5770_4.5
