# Species	Genes	Alg.-Conn.	clean_P08H-3.faa	clean_Pec.faa	clean_R07B-5.faa
1	1	0	augustus-ctg486_pilon-processed-gene-2.2-mRNA-1	*	*
1	1	0	maker-ctg486_pilon-augustus-gene-2.47-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-2.4-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-2.15-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-3.17-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-3.26-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-3.27-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-4.9-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-4.20-mRNA-1	*	*
1	1	0	maker-ctg486_pilon-augustus-gene-4.57-mRNA-1	*	*
1	1	0	maker-ctg486_pilon-augustus-gene-4.58-mRNA-1	*	*
1	1	0	augustus_masked-ctg486_pilon-processed-gene-5.10-mRNA-1	*	*
1	1	0	maker-ctg486_pilon-protein2genome-gene-5.22-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-6.49-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-6.50-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-6.52-mRNA-1	*	*
1	1	0	augustus-ctg486_pilon-processed-gene-6.53-mRNA-1	*	*
1	1	0	augustus_masked-ctg486_pilon-processed-gene-6.55-mRNA-1	*	*
1	1	0	augustus_masked-ctg1651_pilon-processed-gene-0.16-mRNA-1	*	*
1	1	0	maker-ctg1651_pilon-protein2genome-gene-0.15-mRNA-1	*	*
1	1	0	augustus_masked-ctg1073_pilon-processed-gene-0.18-mRNA-1	*	*
1	1	0	maker-ctg1073_pilon-augustus-gene-0.5-mRNA-1	*	*
1	1	0	maker-ctg1073_pilon-est_gff_est2genome-gene-0.1-mRNA-1	*	*
1	1	0	maker-ctg1073_pilon-augustus-gene-0.7-mRNA-1	*	*
1	1	0	maker-ctg1073_pilon-augustus-gene-0.9-mRNA-1	*	*
1	1	0	maker-ctg1654_pilon-augustus-gene-0.15-mRNA-1	*	*
1	1	0	augustus_masked-ctg1654_pilon-processed-gene-0.5-mRNA-1	*	*
1	1	0	augustus-ctg1336_pilon-processed-gene-0.4-mRNA-1	*	*
1	1	0	maker-ctg2337_pilon-est_gff_est2genome-gene-0.4-mRNA-1	*	*
1	1	0	maker-ctg2337_pilon-augustus-gene-0.9-mRNA-1	*	*
1	1	0	augustus-ctg2337_pilon-processed-gene-0.1-mRNA-1	*	*
1	1	0	maker-ctg1893_pilon-augustus-gene-0.9-mRNA-1	*	*
1	1	0	maker-ctg1893_pilon-augustus-gene-0.10-mRNA-1	*	*
1	1	0	maker-ctg1893_pilon-est_gff_est2genome-gene-0.7-mRNA-1	*	*
1	1	0	maker-ctg1893_pilon-augustus-gene-0.11-mRNA-1	*	*
1	1	0	maker-ctg856_pilon-augustus-gene-1.34-mRNA-1	*	*
1	1	0	augustus-ctg856_pilon-processed-gene-1.16-mRNA-1	*	*
1	1	0	augustus-ctg856_pilon-processed-gene-1.19-mRNA-1	*	*
1	1	0	augustus_masked-ctg856_pilon-processed-gene-1.9-mRNA-1	*	*
1	1	0	augustus_masked-ctg856_pilon-processed-gene-1.22-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-augustus-gene-0.21-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-0.19-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-augustus-gene-0.35-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-augustus-gene-1.30-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-est_gff_est2genome-gene-1.24-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-augustus-gene-1.32-mRNA-1	*	*
1	1	0	maker-ctg378_pilon-augustus-gene-1.36-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-1.14-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-2.51-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-2.52-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-2.53-mRNA-1	*	*
1	1	0	augustus-ctg378_pilon-processed-gene-2.54-mRNA-1	*	*
1	1	0	maker-ctg2625_pilon-augustus-gene-0.16-mRNA-1	*	*
1	1	0	augustus_masked-ctg366_pilon-processed-gene-0.12-mRNA-1	*	*
1	1	0	augustus_masked-ctg366_pilon-processed-gene-1.6-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-1.1-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-1.17-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-1.44-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-1.49-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-1.19-mRNA-1	*	*
1	1	0	augustus_masked-ctg366_pilon-processed-gene-1.14-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-4.32-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-4.45-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-4.15-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-4.46-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-5.13-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-5.17-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-5.20-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-protein2genome-gene-5.50-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-protein2genome-gene-5.51-mRNA-1	*	*
1	1	0	maker-ctg366_pilon-augustus-gene-6.32-mRNA-1	*	*
1	1	0	augustus_masked-ctg366_pilon-processed-gene-6.4-mRNA-1	*	*
1	1	0	augustus-ctg366_pilon-processed-gene-6.9-mRNA-1	*	*
1	1	0	augustus-ctg2993_pilon-processed-gene-0.4-mRNA-1	*	*
1	1	0	maker-ctg2993_pilon-est_gff_est2genome-gene-0.3-mRNA-1	*	*
1	1	0	maker-ctg1507_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg1507_pilon-processed-gene-0.13-mRNA-1	*	*
1	1	0	maker-ctg1507_pilon-augustus-gene-0.2-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-0.6-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-0.7-mRNA-1	*	*
1	1	0	augustus_masked-ctg217_pilon-processed-gene-1.35-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-1.41-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-1.16-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-protein2genome-gene-1.52-mRNA-1	*	*
1	1	0	augustus_masked-ctg217_pilon-processed-gene-2.15-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-2.2-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-2.4-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-2.9-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-3.0-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-3.42-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-4.67-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-4.68-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-5.86-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-5.1-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-5.2-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-5.7-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-5.97-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-5.99-mRNA-1	*	*
1	1	0	augustus_masked-ctg217_pilon-processed-gene-5.92-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-5.108-mRNA-1	*	*
1	1	0	augustus-ctg217_pilon-processed-gene-5.109-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-augustus-gene-5.29-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-protein2genome-gene-5.53-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-protein2genome-gene-5.84-mRNA-1	*	*
1	1	0	maker-ctg217_pilon-protein2genome-gene-5.50-mRNA-1	*	*
1	1	0	maker-ctg1009_pilon-augustus-gene-1.2-mRNA-1	*	*
1	1	0	maker-ctg1009_pilon-augustus-gene-1.3-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-0.9-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-1.56-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-1.7-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-1.64-mRNA-1	*	*
1	1	0	augustus_masked-ctg887_pilon-processed-gene-1.14-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-1.12-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-2.88-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-2.90-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-2.7-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-2.93-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-2.10-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-est_gff_est2genome-gene-2.78-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-2.11-mRNA-1	*	*
1	1	0	maker-ctg887_pilon-augustus-gene-2.18-mRNA-1	*	*
1	1	0	augustus-ctg887_pilon-processed-gene-2.100-mRNA-1	*	*
1	1	0	augustus_masked-ctg1028_pilon-processed-gene-0.4-mRNA-1	*	*
1	1	0	augustus-ctg1333_pilon-processed-gene-0.18-mRNA-1	*	*
1	1	0	augustus-ctg1333_pilon-processed-gene-0.25-mRNA-1	*	*
1	1	0	augustus-ctg1333_pilon-processed-gene-0.27-mRNA-1	*	*
1	1	0	augustus-ctg1281_pilon-processed-gene-0.2-mRNA-1	*	*
1	1	0	augustus-ctg373_pilon-processed-gene-1.6-mRNA-1	*	*
1	1	0	augustus-ctg373_pilon-processed-gene-1.2-mRNA-1	*	*
1	1	0	augustus-ctg373_pilon-processed-gene-2.76-mRNA-1	*	*
1	1	0	augustus-ctg373_pilon-processed-gene-2.85-mRNA-1	*	*
1	1	0	augustus-ctg373_pilon-processed-gene-2.88-mRNA-1	*	*
1	1	0	maker-ctg373_pilon-augustus-gene-2.16-mRNA-1	*	*
1	1	0	maker-ctg373_pilon-augustus-gene-2.18-mRNA-1	*	*
1	1	0	maker-ctg373_pilon-augustus-gene-2.19-mRNA-1	*	*
1	1	0	maker-ctg373_pilon-augustus-gene-2.24-mRNA-1	*	*
1	1	0	maker-ctg373_pilon-augustus-gene-2.14-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-augustus-gene-0.14-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-augustus-gene-0.13-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-protein2genome-gene-0.0-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-augustus-gene-1.4-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-augustus-gene-1.6-mRNA-1	*	*
1	1	0	maker-ctg673_pilon-protein2genome-gene-1.23-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-1.4-mRNA-1	*	*
1	1	0	maker-ctg481_pilon-augustus-gene-1.30-mRNA-1	*	*
1	1	0	maker-ctg481_pilon-augustus-gene-1.31-mRNA-1	*	*
1	1	0	maker-ctg481_pilon-est_gff_est2genome-gene-3.30-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-3.64-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-3.65-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-3.66-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-4.21-mRNA-1	*	*
1	1	0	augustus-ctg481_pilon-processed-gene-4.37-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-0.17-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-0.18-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-augustus-gene-0.38-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-augustus-gene-0.40-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-0.23-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-0.25-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-protein2genome-gene-0.5-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-1.20-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-1.25-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-augustus-gene-2.20-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-2.11-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-2.14-mRNA-1	*	*
1	1	0	augustus_masked-ctg447_pilon-processed-gene-3.2-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-3.8-mRNA-1	*	*
1	1	0	augustus-ctg447_pilon-processed-gene-4.13-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-augustus-gene-4.0-mRNA-1	*	*
1	1	0	maker-ctg447_pilon-protein2genome-gene-5.23-mRNA-1	*	*
1	1	0	augustus-ctg974_pilon-processed-gene-1.31-mRNA-1	*	*
1	1	0	augustus-ctg974_pilon-processed-gene-1.32-mRNA-1	*	*
1	1	0	maker-ctg1956_pilon-augustus-gene-0.6-mRNA-1	*	*
1	1	0	augustus-ctg1082_pilon-processed-gene-0.31-mRNA-1	*	*
1	1	0	augustus-ctg1082_pilon-processed-gene-0.37-mRNA-1	*	*
1	1	0	maker-ctg1082_pilon-augustus-gene-0.10-mRNA-1	*	*
1	1	0	augustus_masked-ctg1462_pilon-processed-gene-0.4-mRNA-1	*	*
1	1	0	maker-ctg3245_pilon-est_gff_est2genome-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg2875_pilon-processed-gene-0.0-mRNA-1	*	*
1	1	0	maker-ctg2875_pilon-protein2genome-gene-0.2-mRNA-1	*	*
1	1	0	augustus-ctg386_pilon-processed-gene-0.6-mRNA-1	*	*
1	1	0	augustus-ctg386_pilon-processed-gene-0.7-mRNA-1	*	*
1	1	0	augustus-ctg386_pilon-processed-gene-0.11-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-augustus-gene-1.34-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-est_gff_est2genome-gene-1.50-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-est_gff_est2genome-gene-1.44-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-protein2genome-gene-2.41-mRNA-1	*	*
1	1	0	augustus_masked-ctg386_pilon-processed-gene-2.22-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-augustus-gene-2.7-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-augustus-gene-2.10-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-augustus-gene-2.13-mRNA-1	*	*
1	1	0	maker-ctg386_pilon-protein2genome-gene-2.46-mRNA-1	*	*
1	1	0	augustus-ctg1535_pilon-processed-gene-0.8-mRNA-1	*	*
1	1	0	maker-ctg1535_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg2067_pilon-processed-gene-0.3-mRNA-1	*	*
1	1	0	maker-ctg2067_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-1.51-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-1.73-mRNA-1	*	*
1	1	0	augustus_masked-ctg298_pilon-processed-gene-1.60-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-1.66-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-1.67-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-1.79-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-1.70-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-1.71-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-1.72-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-2.5-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-2.2-mRNA-1	*	*
1	1	0	augustus_masked-ctg298_pilon-processed-gene-2.7-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-2.11-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-2.69-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-3.0-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-protein2genome-gene-3.12-mRNA-1	*	*
1	1	0	augustus_masked-ctg298_pilon-processed-gene-3.51-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-protein2genome-gene-3.39-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-4.119-mRNA-1	*	*
1	1	0	augustus_masked-ctg298_pilon-processed-gene-4.129-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-4.20-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-augustus-gene-4.43-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-4.144-mRNA-1	*	*
1	1	0	augustus-ctg298_pilon-processed-gene-4.145-mRNA-1	*	*
1	1	0	maker-ctg298_pilon-protein2genome-gene-4.89-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-0.2-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-0.65-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-0.72-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-2.10-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-3.16-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-3.17-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-protein2genome-gene-4.3-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-5.21-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-5.25-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-5.30-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-5.34-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-6.23-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-6.32-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-6.27-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-6.9-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-7.0-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-est_gff_est2genome-gene-7.39-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-7.1-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-7.2-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-7.9-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-7.17-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-8.1-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-8.6-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-8.13-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-8.16-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-9.8-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-9.39-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-9.44-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-9.21-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-10.35-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-10.34-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-10.52-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-10.63-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-11.43-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-11.16-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-11.13-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-protein2genome-gene-11.46-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-12.21-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-augustus-gene-12.25-mRNA-1	*	*
1	1	0	augustus-ctg156_pilon-processed-gene-12.12-mRNA-1	*	*
1	1	0	augustus_masked-ctg156_pilon-processed-gene-13.5-mRNA-1	*	*
1	1	0	maker-ctg156_pilon-protein2genome-gene-15.20-mRNA-1	*	*
1	1	0	maker-ctg845_pilon-augustus-gene-0.32-mRNA-1	*	*
1	1	0	maker-ctg845_pilon-protein2genome-gene-0.6-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-0.2-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-1.10-mRNA-1	*	*
1	1	0	maker-ctg845_pilon-augustus-gene-2.104-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-2.6-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-2.12-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-2.13-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-2.14-mRNA-1	*	*
1	1	0	augustus-ctg845_pilon-processed-gene-2.24-mRNA-1	*	*
1	1	0	augustus_masked-ctg983_pilon-processed-gene-0.83-mRNA-1	*	*
1	1	0	augustus-ctg983_pilon-processed-gene-0.68-mRNA-1	*	*
1	1	0	augustus-ctg983_pilon-processed-gene-0.69-mRNA-1	*	*
1	1	0	augustus-ctg983_pilon-processed-gene-0.77-mRNA-1	*	*
1	1	0	augustus_masked-ctg983_pilon-processed-gene-0.111-mRNA-1	*	*
1	1	0	augustus-ctg983_pilon-processed-gene-0.99-mRNA-1	*	*
1	1	0	augustus-ctg983_pilon-processed-gene-0.100-mRNA-1	*	*
1	1	0	augustus_masked-ctg983_pilon-processed-gene-0.113-mRNA-1	*	*
1	1	0	maker-ctg983_pilon-protein2genome-gene-0.59-mRNA-1	*	*
1	1	0	maker-ctg983_pilon-protein2genome-gene-0.26-mRNA-1	*	*
1	1	0	maker-ctg1234_pilon-augustus-gene-0.8-mRNA-1	*	*
1	1	0	augustus-ctg1234_pilon-processed-gene-0.30-mRNA-1	*	*
1	1	0	augustus-ctg1234_pilon-processed-gene-0.33-mRNA-1	*	*
1	1	0	maker-ctg1234_pilon-augustus-gene-0.10-mRNA-1	*	*
1	1	0	maker-ctg1881_pilon-est_gff_est2genome-gene-0.16-mRNA-1	*	*
1	1	0	augustus-ctg1881_pilon-processed-gene-0.12-mRNA-1	*	*
1	1	0	augustus_masked-ctg2265_pilon-processed-gene-0.1-mRNA-1	*	*
1	1	0	maker-ctg2265_pilon-protein2genome-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg3007_pilon-processed-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg3007_pilon-processed-gene-0.2-mRNA-1	*	*
1	1	0	augustus_masked-ctg3007_pilon-processed-gene-0.4-mRNA-1	*	*
1	1	0	maker-ctg2003_pilon-augustus-gene-0.11-mRNA-1	*	*
1	1	0	augustus-ctg2003_pilon-processed-gene-0.10-mRNA-1	*	*
1	1	0	maker-ctg1156_pilon-augustus-gene-0.59-mRNA-1	*	*
1	1	0	maker-ctg1156_pilon-augustus-gene-0.60-mRNA-1	*	*
1	1	0	maker-ctg1156_pilon-augustus-gene-0.61-mRNA-1	*	*
1	1	0	augustus-ctg1156_pilon-processed-gene-0.50-mRNA-1	*	*
1	1	0	augustus-ctg1156_pilon-processed-gene-0.51-mRNA-1	*	*
1	1	0	augustus-ctg1156_pilon-processed-gene-0.52-mRNA-1	*	*
1	1	0	maker-ctg1156_pilon-augustus-gene-0.69-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	augustus-ctg499_pilon-processed-gene-0.14-mRNA-1	*	*
1	1	0	augustus_masked-ctg499_pilon-processed-gene-1.38-mRNA-1	*	*
1	1	0	augustus_masked-ctg499_pilon-processed-gene-1.40-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-augustus-gene-1.61-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-augustus-gene-2.64-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-augustus-gene-2.65-mRNA-1	*	*
1	1	0	augustus-ctg499_pilon-processed-gene-2.31-mRNA-1	*	*
1	1	0	augustus-ctg499_pilon-processed-gene-2.32-mRNA-1	*	*
1	1	0	augustus-ctg499_pilon-processed-gene-2.33-mRNA-1	*	*
1	1	0	augustus-ctg499_pilon-processed-gene-2.34-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-augustus-gene-2.75-mRNA-1	*	*
1	1	0	maker-ctg499_pilon-protein2genome-gene-2.41-mRNA-1	*	*
1	1	0	maker-ctg1074_pilon-augustus-gene-1.37-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-0.44-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-0.43-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-protein2genome-gene-0.12-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-1.2-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-1.3-mRNA-1	*	*
1	1	0	augustus_masked-ctg131_pilon-processed-gene-1.43-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-1.42-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-1.45-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-2.25-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-3.2-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-3.12-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-4.0-mRNA-1	*	*
1	1	0	augustus_masked-ctg131_pilon-processed-gene-4.9-mRNA-1	*	*
1	1	0	maker-ctg131_pilon-augustus-gene-4.64-mRNA-1	*	*
1	1	0	augustus_masked-ctg131_pilon-processed-gene-5.29-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-5.23-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-5.38-mRNA-1	*	*
1	1	0	augustus-ctg131_pilon-processed-gene-5.39-mRNA-1	*	*
1	1	0	augustus-ctg1969_pilon-processed-gene-0.9-mRNA-1	*	*
1	1	0	maker-ctg1969_pilon-augustus-gene-0.0-mRNA-1	*	*
1	1	0	maker-ctg1344_pilon-est_gff_est2genome-gene-0.38-mRNA-1	*	*
1	1	0	maker-ctg1344_pilon-est_gff_est2genome-gene-0.40-mRNA-1	*	*
1	1	0	maker-ctg1344_pilon-augustus-gene-0.0-mRNA-1	*	*
